user_id,event_type,event_timestamp,feature
399,signup,2026-03-30 18:22:15.378550,search
35,login,2026-03-28 15:58:15.378550,checkout
607,purchase,2026-04-13 13:14:15.378550,search
736,login,2026-03-29 15:23:15.378550,home
295,login,2026-04-07 04:47:15.378550,cart
763,purchase,2026-04-05 09:38:15.378550,product_page
874,signup,2026-04-06 08:42:15.378550,home
61,login,2026-04-26 20:40:15.378550,product_page
529,signup,2026-04-12 15:10:15.378550,home
613,login,2026-04-24 15:58:15.378550,search
867,login,2026-04-15 18:47:15.378550,search
505,purchase,2026-04-21 17:17:15.378550,search
809,login,2026-04-17 05:15:15.378550,cart
297,login,2026-04-08 05:12:15.378550,product_page
371,purchase,2026-04-15 20:37:15.378550,checkout
28,purchase,2026-04-19 01:55:15.378550,search
981,purchase,2026-04-10 12:53:15.378550,checkout
52,purchase,2026-04-18 19:49:15.378550,home
584,login,2026-04-24 12:42:15.378550,cart
480,login,2026-04-18 00:24:15.378550,home
73,purchase,2026-04-02 05:35:15.378550,cart
822,login,2026-04-14 09:22:15.378550,cart
600,purchase,2026-04-01 19:27:15.378550,checkout
736,login,2026-04-09 23:09:15.378550,cart
527,login,2026-04-17 02:46:15.378550,product_page
450,login,2026-04-16 02:53:15.378550,cart
555,purchase,2026-04-02 20:21:15.378550,search
797,login,2026-03-31 17:40:15.378550,search
710,login,2026-03-29 00:54:15.378550,search
471,login,2026-03-28 18:09:15.378550,checkout
902,login,2026-04-20 07:45:15.378550,checkout
646,login,2026-04-21 20:03:15.378550,search
851,purchase,2026-04-01 07:02:15.378550,search
265,login,2026-04-20 23:33:15.378550,home
602,login,2026-04-18 13:54:15.378550,home
144,login,2026-03-30 16:55:15.378550,cart
225,login,2026-04-08 12:07:15.378550,product_page
219,login,2026-04-09 15:09:15.378550,cart
817,signup,2026-04-07 14:21:15.378550,product_page
290,login,2026-04-17 12:34:15.378550,cart
765,login,2026-04-25 02:52:15.378550,cart
819,login,2026-04-18 18:18:15.378550,cart
817,login,2026-04-03 00:22:15.378550,search
853,signup,2026-04-14 18:33:15.378550,home
327,login,2026-04-18 06:52:15.378550,checkout
500,login,2026-04-05 06:43:15.378550,product_page
814,login,2026-04-09 20:11:15.378550,product_page
876,login,2026-04-17 09:32:15.378550,home
525,login,2026-04-25 18:28:15.378550,cart
363,login,2026-04-24 14:38:15.378550,home
669,login,2026-04-03 09:01:15.378550,product_page
584,purchase,2026-04-19 17:29:15.378550,product_page
840,login,2026-04-22 13:10:15.378550,search
380,purchase,2026-04-23 23:17:15.378550,cart
278,purchase,2026-04-20 04:46:15.378550,search
7,login,2026-04-08 19:27:15.378550,product_page
262,login,2026-04-15 05:52:15.378550,search
418,login,2026-04-01 10:42:15.378550,checkout
459,login,2026-03-30 06:53:15.378550,checkout
304,login,2026-04-05 04:18:15.378550,search
385,login,2026-04-22 11:00:15.378550,cart
570,login,2026-04-02 04:32:15.378550,home
76,purchase,2026-04-22 14:02:15.378550,product_page
359,login,2026-03-29 17:10:15.378550,home
147,purchase,2026-04-08 07:48:15.378550,search
546,login,2026-04-13 21:42:15.378550,home
608,login,2026-04-04 19:26:15.378550,product_page
474,purchase,2026-04-04 03:51:15.378550,product_page
328,login,2026-04-20 15:47:15.378550,home
27,login,2026-04-18 19:31:15.378550,home
931,login,2026-04-01 07:07:15.378550,home
99,purchase,2026-04-26 05:15:15.378550,search
241,login,2026-04-06 19:04:15.378550,search
889,login,2026-04-01 10:59:15.378550,product_page
55,login,2026-04-04 08:44:15.378550,checkout
630,login,2026-04-20 23:08:15.378550,home
80,login,2026-04-26 15:27:15.378550,home
142,purchase,2026-04-07 10:42:15.378550,home
671,login,2026-04-22 00:00:15.378550,product_page
892,login,2026-03-30 16:10:15.378550,checkout
519,purchase,2026-03-30 14:38:15.378550,cart
587,login,2026-04-19 14:39:15.378550,home
4,purchase,2026-04-21 08:44:15.378550,checkout
822,login,2026-04-17 18:48:15.378550,product_page
47,login,2026-04-01 23:39:15.378550,home
121,purchase,2026-04-13 06:25:15.378550,home
788,login,2026-04-06 06:46:15.378550,home
807,login,2026-04-16 12:07:15.378550,home
277,login,2026-04-06 02:57:15.378550,home
553,signup,2026-04-17 21:57:15.378550,search
75,purchase,2026-04-02 19:38:15.378550,home
167,login,2026-04-13 03:08:15.378550,cart
803,login,2026-04-17 16:58:15.378550,checkout
932,login,2026-04-21 22:44:15.378550,cart
938,purchase,2026-04-02 08:35:15.378550,checkout
990,purchase,2026-04-03 03:55:15.378550,cart
327,signup,2026-04-16 22:53:15.378550,search
980,login,2026-04-13 13:55:15.378550,home
183,login,2026-04-17 10:29:15.378550,cart
809,login,2026-04-18 09:01:15.378550,checkout
853,login,2026-04-03 08:24:15.378550,cart
339,login,2026-03-29 18:55:15.378550,checkout
573,login,2026-04-15 08:01:15.378550,product_page
821,purchase,2026-04-13 17:23:15.378550,cart
549,signup,2026-04-05 18:43:15.378550,checkout
846,login,2026-04-24 14:51:15.378550,product_page
951,purchase,2026-04-04 15:49:15.378550,home
84,login,2026-04-16 06:37:15.378550,cart
644,login,2026-04-18 19:46:15.378550,checkout
155,purchase,2026-04-01 02:28:15.378550,home
524,login,2026-04-25 13:24:15.378550,home
700,signup,2026-03-28 08:50:15.378550,checkout
218,login,2026-04-09 02:10:15.378550,checkout
20,login,2026-04-01 22:47:15.378550,product_page
371,purchase,2026-04-05 11:02:15.378550,product_page
549,login,2026-04-05 15:23:15.378550,search
817,login,2026-04-03 04:13:15.378550,home
272,login,2026-04-08 04:00:15.378550,home
728,login,2026-04-13 00:27:15.378550,search
96,login,2026-04-11 06:48:15.378550,product_page
443,login,2026-04-08 22:55:15.378550,search
956,purchase,2026-04-26 16:52:15.378550,home
631,login,2026-04-18 06:03:15.378550,product_page
496,login,2026-04-04 08:25:15.378550,home
405,login,2026-04-02 19:24:15.378550,product_page
192,login,2026-04-18 18:53:15.378550,checkout
901,login,2026-03-29 19:24:15.378550,product_page
435,login,2026-04-14 19:20:15.378550,search
940,login,2026-03-29 10:48:15.378550,checkout
701,login,2026-04-03 23:19:15.378550,cart
942,purchase,2026-04-21 23:35:15.378550,search
419,login,2026-04-25 03:46:15.378550,search
210,login,2026-04-19 09:25:15.378550,cart
27,login,2026-04-26 12:15:15.378550,checkout
728,login,2026-04-25 15:09:15.378550,search
979,login,2026-04-01 11:24:15.378550,checkout
101,login,2026-04-11 21:00:15.378550,checkout
842,signup,2026-04-18 06:07:15.378550,checkout
111,login,2026-04-21 03:38:15.378550,cart
599,login,2026-03-31 09:30:15.378550,search
143,login,2026-04-01 04:22:15.378550,home
948,purchase,2026-04-07 06:12:15.378550,product_page
815,purchase,2026-04-04 22:51:15.378550,product_page
969,signup,2026-04-19 19:28:15.378550,home
381,login,2026-04-23 22:03:15.378550,product_page
493,purchase,2026-04-14 17:11:15.378550,checkout
815,login,2026-04-17 06:05:15.378550,cart
158,login,2026-04-21 06:26:15.378550,search
411,login,2026-04-20 14:33:15.378550,product_page
786,login,2026-04-24 01:00:15.378550,search
200,login,2026-03-29 11:53:15.378550,home
665,login,2026-04-20 01:10:15.378550,product_page
795,login,2026-04-20 14:44:15.378550,search
348,login,2026-04-26 10:24:15.378550,home
880,login,2026-04-01 23:56:15.378550,checkout
730,signup,2026-04-20 13:44:15.378550,cart
23,login,2026-04-15 02:31:15.378550,home
900,login,2026-04-22 12:14:15.378550,product_page
450,purchase,2026-04-14 17:28:15.378550,search
194,login,2026-03-31 06:43:15.378550,cart
622,login,2026-04-20 20:31:15.378550,search
391,login,2026-04-17 03:36:15.378550,cart
152,login,2026-04-01 03:19:15.378550,checkout
322,signup,2026-04-03 04:24:15.378550,home
141,signup,2026-04-03 11:03:15.378550,product_page
521,login,2026-03-31 20:48:15.378550,search
854,login,2026-04-21 21:50:15.378550,home
669,login,2026-04-14 20:47:15.378550,cart
197,login,2026-04-13 08:54:15.378550,checkout
994,purchase,2026-04-20 18:15:15.378550,cart
865,login,2026-04-10 10:04:15.378550,home
269,login,2026-03-27 23:22:15.378550,cart
716,login,2026-04-16 20:41:15.378550,product_page
291,login,2026-04-17 12:32:15.378550,checkout
557,login,2026-04-09 01:56:15.378550,home
802,login,2026-04-04 12:58:15.378550,home
371,login,2026-04-10 13:37:15.378550,product_page
161,login,2026-04-21 05:00:15.378550,product_page
386,signup,2026-04-09 12:39:15.378550,checkout
948,login,2026-04-02 17:42:15.378550,checkout
829,login,2026-04-17 17:06:15.378550,checkout
126,login,2026-04-23 22:56:15.378550,cart
729,login,2026-04-05 22:19:15.378550,product_page
814,purchase,2026-04-17 12:26:15.378550,cart
201,purchase,2026-04-25 14:20:15.378550,product_page
257,login,2026-03-29 19:51:15.378550,home
433,login,2026-04-25 23:12:15.378550,checkout
747,login,2026-04-23 14:37:15.378550,checkout
474,login,2026-03-29 01:18:15.378550,search
882,purchase,2026-04-08 09:35:15.378550,product_page
753,login,2026-03-28 21:09:15.378550,cart
514,login,2026-04-05 06:12:15.378550,search
52,login,2026-04-01 21:15:15.378550,cart
671,login,2026-04-16 16:00:15.378550,product_page
404,login,2026-04-19 09:29:15.378550,search
731,purchase,2026-03-29 04:45:15.378550,cart
970,login,2026-04-23 16:30:15.378550,cart
544,login,2026-04-09 14:06:15.378550,search
361,login,2026-04-11 22:09:15.378550,search
407,purchase,2026-04-20 07:53:15.378550,checkout
437,login,2026-04-20 16:42:15.378550,cart
457,login,2026-04-23 20:49:15.378550,home
787,login,2026-04-10 04:36:15.378550,cart
773,login,2026-03-29 01:30:15.378550,checkout
254,login,2026-04-02 21:43:15.378550,cart
361,login,2026-04-04 08:02:15.378550,cart
123,login,2026-04-06 09:54:15.378550,cart
878,login,2026-03-28 16:48:15.378550,checkout
376,purchase,2026-04-26 03:38:15.378550,search
706,login,2026-04-10 16:20:15.378550,home
237,purchase,2026-04-25 09:24:15.378550,product_page
607,login,2026-04-19 01:45:15.378550,search
608,login,2026-04-01 19:47:15.378550,product_page
856,purchase,2026-04-22 05:04:15.378550,search
782,login,2026-04-08 16:22:15.378550,cart
828,signup,2026-04-13 08:32:15.378550,checkout
303,login,2026-04-15 19:53:15.378550,checkout
458,login,2026-03-30 08:05:15.378550,checkout
202,login,2026-04-09 08:22:15.378550,cart
753,login,2026-04-11 06:07:15.378550,cart
471,signup,2026-03-28 12:10:15.378550,product_page
667,purchase,2026-04-25 02:06:15.378550,checkout
398,login,2026-04-09 05:17:15.378550,cart
273,login,2026-04-08 11:15:15.378550,checkout
880,login,2026-04-15 10:11:15.378550,search
599,signup,2026-03-31 00:25:15.378550,checkout
957,login,2026-04-01 17:18:15.378550,cart
633,login,2026-04-18 09:01:15.378550,home
676,login,2026-04-04 10:36:15.378550,product_page
898,login,2026-03-31 15:10:15.378550,search
127,purchase,2026-04-15 10:12:15.378550,checkout
756,login,2026-04-17 12:22:15.378550,product_page
671,login,2026-04-19 22:13:15.378550,search
963,login,2026-04-13 01:15:15.378550,home
297,login,2026-04-25 10:08:15.378550,home
973,login,2026-04-22 02:39:15.378550,cart
497,login,2026-04-03 05:12:15.378550,home
887,signup,2026-03-28 03:25:15.378550,home
167,login,2026-04-10 11:34:15.378550,cart
807,login,2026-04-18 04:03:15.378550,checkout
173,login,2026-04-05 20:23:15.378550,cart
988,signup,2026-04-18 23:15:15.378550,product_page
364,signup,2026-04-12 16:31:15.378550,home
533,login,2026-04-04 21:48:15.378550,product_page
507,purchase,2026-04-24 10:31:15.378550,product_page
957,login,2026-03-30 21:02:15.378550,search
772,login,2026-04-17 02:27:15.378550,home
438,login,2026-04-21 03:52:15.378550,product_page
980,login,2026-04-21 17:01:15.378550,product_page
712,login,2026-04-23 07:16:15.378550,home
801,login,2026-04-02 17:46:15.378550,home
465,login,2026-03-29 00:44:15.378550,home
509,login,2026-04-26 13:25:15.378550,search
502,login,2026-04-20 02:43:15.378550,cart
161,login,2026-04-05 18:44:15.378550,search
709,login,2026-04-04 02:11:15.378550,search
311,login,2026-04-15 02:04:15.378550,checkout
